,URL,CP,State,City,Country,IP,latitude,longitude
30,https://feitsui-dxb.oss-me-east-1.aliyuncs.com/ping.html,Alibaba,Dubai,Dubai,United Arab Emirates,47.91.99.18,25.0731,55.298
31,https://feitsui-icn.oss-ap-northeast-2.aliyuncs.com/ping.html,Alibaba,Seoul,Seoul,South Korea,149.129.12.59,37.5794,126.9754
32,https://feitsui-fra.oss-eu-central-1.aliyuncs.com/ping.html,Alibaba,Frankfurt,Frankfurt,Germany,47.254.186.91,50.1138,8.6521
33,https://feitsui-virginia.oss-us-east-1.aliyuncs.com/ping.html,Alibaba,Virginia,Ashburn,United States,47.253.30.167,37.4316,-78.6569
34,https://feitsui-nrt.oss-ap-northeast-1.aliyuncs.com/ping.html,Alibaba,Tokyo,Tokyo,Japan,47.245.49.2,35.6893,139.6899
35,https://feitsui-lhr.oss-eu-west-1.aliyuncs.com/ping.html,Alibaba,London,London,United Kingdom,8.208.40.164,51.5088,-0.093
36,https://wa-us-ping.vultr.com,Vultr,WA,Seattle,United States,108.61.194.105,47.3798,-122.2893
37,https://lax-ca-us-ping.vultr.com,Vultr,CA,Los Angeles,United States,108.61.219.200,34.0544,-118.244
38,https://sjo-ca-us-ping.vultr.com,Vultr,CA,Silicon Valley,United States,104.156.230.107,37.3931,-121.962
39,https://fl-us-ping.vultr.com,Vultr,FL,Miami,United States,104.156.244.232,25.8119,-80.2318
40,https://ga-us-ping.vultr.com,Vultr,GA,Atlanta,United States,108.61.193.166,33.7838,-84.4455
41,https://hon-hi-us-ping.vultr.com,Vultr,HI,Honolulu,United States,208.72.154.76,21.3037,-157.8667
42,https://il-us-ping.vultr.com,Vultr,IL,Chicago,United States,107.191.51.12,42.0048,-87.9954
43,https://nj-us-ping.vultr.com,Vultr,NJ,New Jersey,United States,108.61.149.182,40.5511,-74.4606
44,https://tx-us-ping.vultr.com,Vultr,TX,Dallas,United States,108.61.224.175,32.7889,-96.8021
45,https://tor-ca-ping.vultr.com,Vultr,Unknown,Toronto,Canada,149.248.50.81,43.709,-79.4057
46,https://mex-mx-ping.vultr.com,Vultr,Unknown,Mexico City,Mexico,216.238.66.16,20.5762,-100.2951
47,https://sao-br-ping.vultr.com,Vultr,Unknown,Sao Paulo,Brazil,216.238.98.118,-23.5312,-46.7901
48,https://fra-de-ping.vultr.com,Vultr,Unknown,Frankfurt,Germany,108.61.210.117,50.1103,8.7147
49,https://mad-es-ping.vultr.com,Vultr,Unknown,Madrid,Spain,208.76.222.30,40.4163,-3.6934
50,https://par-fr-ping.vultr.com,Vultr,Unknown,Paris,France,108.61.209.127,48.9163,2.3869
51,https://lon-gb-ping.vultr.com,Vultr,Unknown,London,UK,108.61.196.101,51.5026,-0.0668
52,https://ams-nl-ping.vultr.com,Vultr,Unknown,Amsterdam,Netherlands,108.61.198.102,52.3891,4.6563
53,https://waw-pl-ping.vultr.com,Vultr,Unknown,Warsaw,Poland,70.34.242.24,52.2296,21.0067
54,https://sto-se-ping.vultr.com,Vultr,Unknown,Stockholm,Sweden,70.34.194.86,59.3779,17.9155
55,https://hnd-jp-ping.vultr.com,Vultr,Unknown,Tokyo,Japan,108.61.201.151,34.509,135.793
56,https://sel-kor-ping.vultr.com,Vultr,Unknown,Seoul,Korea,141.164.34.61,37.5681,126.8998
57,https://sgp-ping.vultr.com,Vultr,Unknown,Seoul,Korea,45.32.100.168,1.32123,103.695
58,https://syd-au-ping.vultr.com,Vultr,Unknown,Sydney,Australia,108.61.212.117,-33.8715,151.2006
59,https://mel-au-ping.vultr.com,Vultr,Unknown,Melbourne,Australia,67.219.110.24,-37.8372,144.9354
60,https://speedtest.newark.linode.com/,Linode,US East,Newark,East,50.116.57.237,40.8229,-74.4592
61,https://speedtest.atlanta.linode.com/,Linode,US Southeast,Atlanta,Southeast,192.155.94.157,33.7485,-84.3871
62,https://speedtest.dallas.linode.com/,Linode,US Central,Dallas,Central,50.116.25.154,32.9473,-96.7028
63,https://speedtest.fremont.linode.com/,Linode,US West,Fremont,West,50.116.14.9,37.5625,-122.0004
64,https://speedtest.toronto1.linode.com/,Linode,CA Central,Toronto,Central,172.105.30.21,43.709,-79.4057
65,https://speedtest.frankfurt.linode.com/,Linode,Germany,Frankfurt,Unknown,139.162.130.8,50.1188,8.6843
66,https://speedtest.london.linode.com/,Linode,UK,London,Unknown,176.58.107.39,51.5088,-0.093
67,https://speedtest.singapore.linode.com/,Linode,AP South,Singapore,South,139.162.23.4,1.28967,103.85
68,https://speedtest.syd1.linode.com/,Linode,AP Southeast,Sydney,Southeast,172.105.174.7,-33.8715,151.2006
69,https://speedtest.tokyo2.linode.com/,Linode,AP Northeast,Tokyo,Northeast,139.162.65.37,35.6893,139.6899
70,https://speedtest.mumbai1.linode.com/,Linode,AP West,Mumbai,West,172.105.33.31,19.0748,72.8856
71,https://feitsui-hkg-1251417183.cos.ap-hongkong.myqcloud.com/ping.html,Tencent,Unknown,Hong Kong,China,43.132.105.108,22.3193,114.1693
72,https://feitsui-bkk-1251417183.cos.ap-bangkok.myqcloud.com/ping.html,Tencent,Unknown,Bangkok,Thailand,43.128.193.10,13.7563,100.5017
73,https://feitsui-cgk-1251417183.cos.ap-jakarta.myqcloud.com/ping.html,Tencent,Unknown,Jakarta,Indonesia,43.129.45.113,-6.2087,106.8455
74,https://feitsui-bom-1251417183.cos.ap-mumbai.myqcloud.com/ping.html,Tencent,Unknown,Mumbai,India,101.32.231.193,19.0748,72.8856
75,https://feitsui-icn-1251417183.cos.ap-seoul.myqcloud.com/ping.html,Tencent,Unknown,Seoul,Korea,119.28.147.117,37.5665,126.9779
76,https://feitsui-sin-1251417183.cos.ap-singapore.myqcloud.com/ping.html,Tencent,Unknown,Singapore,Singapore,43.152.64.207,1.352,103.8198
77,https://feitsui-nrt-1251417183.cos.ap-tokyo.myqcloud.com/ping.html,Tencent,Unknown,Tokyo,Japan,43.128.240.52,35.6761,139.6503
78,https://feitsui-iad-1251417183.cos.na-ashburn.myqcloud.com/ping.html,Tencent,VA,Ashburn,United States,49.51.77.119,39.0469,-77.4903
79,https://feitsui-siliconvalley-1251417183.cos.na-siliconvalley.myqcloud.com/ping.html,Tencent,CA,Silicon Valley,United States,170.106.97.195,37.3382,-121.886
80,https://feitsui-yto-1251417183.cos.na-toronto.myqcloud.com/ping.html,Tencent,Unknown,Toronto,Canada,49.51.54.104,44.3893,-79.6903
81,https://feitsui-gru-1251417183.cos.sa-saopaulo.myqcloud.com/ping.html,Tencent,Unknown,Sao Paulo,Brazil,43.135.205.247,-23.5505,-46.6333
82,https://feitsui-fra-1251417183.cos.eu-frankfurt.myqcloud.com/ping.html,Tencent,Unknown,Frankfurt,Germany,162.62.150.176,50.1188,8.6843
83,https://feitsui-hk.hk.ufileos.com/ping.html,UCloud,hk,Hong Kong,Hong Kong,123.58.223.81,22.3193,114.169
84,https://feitsui-tpe.tw-tp.ufileos.com/ping.html,UCloud,tw-tp,Taipei,Taiwan,152.32.231.7,25.0504,121.5324
85,https://feitsui-los.afr-nigeria.ufileos.com/ping.html,UCloud,afr-nigeria,Lagos,Nigeria,23.248.185.157,6.52438,3.37921
86,https://feitsui-gru.bra-saopaulo.ufileos.com/ping.html,UCloud,bra-saopaulo,Sao Paulo,Brazil,172.96.124.47,-23.5505,-46.6333
87,https://feitsui-fra.ge-fra.ufileos.com/ping.html,UCloud,ge-fra,Frankfurt,Germany,128.14.225.21,50.1153,8.6805
88,https://feitsui-cgk.idn-jakarta.ufileos.com/ping.html,UCloud,idn-jakarta,Jakarta,Indonesia,152.32.152.149,-6.2114,106.8446
89,https://feitsui-bom.ind-mumbai.ufileos.com/ping.html,UCloud,ind-mumbai,Mumbai,India,45.40.56.163,19.076,72.8777
90,https://feitsui-icn.kr-seoul.ufileos.com/ping.html,UCloud,kr-seoul,Seoul,Korea,165.154.85.11,37.5794,126.9754
91,https://feitsui-sg.sg.ufileos.com/ping.html,UCloud,sg,Singapore,Singapore,104.218.162.29,1.35208,103.82
92,https://feitsui-dxb.uae-dubai.ufileos.com/ping.html,UCloud,uae-dubai,Dubai,UAE,23.248.184.33,25.1212,55.2005
93,https://feitsui-lax.us-ca.ufileos.com/ping.html,UCloud,us-ca,Los Angeles,US,118.193.76.37,34.0544,-118.2441
94,https://feitsui-us-ws.us-ws.ufileos.com/ping.html,UCloud,us-ws,Washington,US,128.14.235.19,-1000,-1000
95,https://feitsui-sgn.vn-sng.ufileos.com/ping.html,UCloud,vn-sng,Singapore,Singapore,152.32.160.33,10.822,106.6257
96,https://feitsui-bjs.cn-bj.ufileos.com/ping.html,UCloud,cn-bj,Beijing,China,117.50.123.23,39.9042,116.407
97,https://feitsui-can.cn-gd.ufileos.com/ping.html,UCloud,cn-gd,Guangzhou,China,106.75.183.117,39.9042,116.407
98,https://feitsui-sha2.cn-sh2.ufileos.com/ping.html,UCloud,cn-sh2,Shanghai 2,China,106.75.208.25,39.9042,116.407
99,https://fsn1-speed.hetzner.com/,Hetzner,fsn1,Falkenstein,Germany,78.46.170.2,-1000,-1000
100,https://hel1-speed.hetzner.com/,Hetzner,hel1,Helsinki,Finland,95.217.255.81,-1000,-1000
101,https://ash-speed.hetzner.com/,Hetzner,ash,Virginia,USA,5.161.7.195,-1000,-1000
102,https://hil-speed.hetzner.com/,Hetzner,hil,Orlando,USA,5.78.7.195,-1000,-1000
103,https://objectstorage.eu-frankfurt-1.oraclecloud.com/ping,Oracle,eu-frankfurt-1,Unknown, Unknown,134.70.48.1,-1000,-1000
104,https://objectstorage.ap-singapore-1.oraclecloud.com/ping,Oracle,ap-singapore-1,Unknown, Unknown,134.70.128.1,1.36945,103.969
105,https://objectstorage.me-jeddah-1.oraclecloud.com/ping,Oracle,me-jeddah-1,Unknown, Unknown,134.70.100.3,21.5168,39.2192
106,https://objectstorage.il-jerusalem-1.oraclecloud.com/ping,Oracle,il-jerusalem-1,Unknown, Unknown,134.70.172.1,31.7674,35.2186
107,https://objectstorage.ap-seoul-1.oraclecloud.com/ping,Oracle,ap-seoul-1,Unknown, Unknown,134.70.96.3,37.5985,126.9783
108,https://objectstorage.ca-toronto-1.oraclecloud.com/ping,Oracle,ca-toronto-1,Canada, Toronto,134.70.72.3,43.8072,-79.5946
109,https://objectstorage.us-sanjose-1.oraclecloud.com/ping,Oracle,us-sanjose-1,Unknown, Unknown,134.70.124.2,37.2329,-121.7875
110,https://objectstorage.eu-madrid-1.oraclecloud.com/ping,Oracle,eu-madrid-1,Unknown, Unknown,134.70.176.1,40.4327,-3.621
111,https://objectstorage.ap-sydney-1.oraclecloud.com/ping,Oracle,ap-sydney-1,Australia, Sydney,134.70.92.3,-33.8688,151.209
112,https://objectstorage.sa-saopaulo-1.oraclecloud.com/ping,Oracle,sa-saopaulo-1,Brazil, Sao Paulo,134.70.84.3,-23.5475,-46.6361
113,https://objectstorage.mx-monterrey-1.oraclecloud.com/ping,Oracle,mx-monterrey-1,Unknown, Unknown,134.70.200.1,25.7729,-100.2237
114,https://objectstorage.ap-osaka-1.oraclecloud.com/ping,Oracle,ap-osaka-1,Unknown, Unknown,134.70.112.3,34.8225,135.4711
115,https://objectstorage.us-ashburn-1.oraclecloud.com/ping,Oracle,us-ashburn-1,Unknown, Unknown,134.70.32.1,39.018,-77.539
116,https://objectstorage.sa-santiago-1.oraclecloud.com/ping,Oracle,sa-santiago-1,Unknown, Unknown,134.70.152.1,-33.4513,-70.6653
117,https://objectstorage.eu-stockholm-1.oraclecloud.com/ping,Oracle,eu-stockholm-1,Unknown, Unknown,134.70.156.1,59.2466,18.1168
118,https://objectstorage.eu-amsterdam-1.oraclecloud.com/ping,Oracle,eu-amsterdam-1,Unknown, Unknown,134.70.104.1,52.352,4.9392
119,https://objectstorage.me-abudhabi-1.oraclecloud.com/ping,Oracle,me-abudhabi-1,Unknown, Unknown,134.70.144.1,24.4267,54.615
120,https://objectstorage.ap-tokyo-1.oraclecloud.com/ping,Oracle,ap-tokyo-1,Unknown, Unknown,134.70.80.3,35.798,140.1803
121,https://objectstorage.me-dubai-1.oraclecloud.com/ping,Oracle,me-dubai-1,Unknown, Unknown,134.70.148.1,25.2633,55.3087
122,https://objectstorage.eu-zurich-1.oraclecloud.com/ping,Oracle,eu-zurich-1,Unknown, Unknown,134.70.88.3,47.4049,8.4631
123,https://objectstorage.ap-hyderabad-1.oraclecloud.com/ping,Oracle,ap-hyderabad-1,Unknown, Unknown,134.70.120.2,17.384,78.4564
124,https://objectstorage.ap-melbourne-1.oraclecloud.com/ping,Oracle,ap-melbourne-1,Australia, Melbourne,134.70.108.3,-37.7512,144.7508
125,https://objectstorage.sa-vinhedo-1.oraclecloud.com/ping,Oracle,sa-vinhedo-1,Brazil, Vinhedo,134.70.140.1,-23.0564,-46.9834
126,https://objectstorage.ap-chuncheon-1.oraclecloud.com/ping,Oracle,ap-chuncheon-1,Unknown, Unknown,134.70.132.2,37.8897,127.736
127,https://objectstorage.uk-cardiff-1.oraclecloud.com/ping,Oracle,uk-cardiff-1,Unknown, Unknown,134.70.136.1,51.5893,-2.9931
128,https://objectstorage.us-phoenix-1.oraclecloud.com/ping,Oracle,us-phoenix-1,Unknown, Unknown,134.70.8.1,33.4656,-111.9956
129,https://objectstorage.ca-montreal-1.oraclecloud.com/ping,Oracle,ca-montreal-1,Unknown, Unknown,134.70.116.1,45.4914,-73.74
130,https://objectstorage.af-johannesburg-1.oraclecloud.com/ping,Oracle,af-johannesburg-1,Unknown, Unknown,134.70.160.1,-26.2309,28.0583
131,https://objectstorage.eu-marseille-1.oraclecloud.com/ping,Oracle,eu-marseille-1,Unknown, Unknown,134.70.164.1,43.3736,5.3547
132,https://objectstorage.eu-milan-1.oraclecloud.com/ping,Oracle,eu-milan-1,Unknown, Unknown,134.70.168.1,45.3161,9.206
133,https://objectstorage.uk-london-1.oraclecloud.com/ping,Oracle,uk-london-1,Unknown, Unknown,134.70.64.1,51.5177,-0.6215
134,https://objectstorage.ap-mumbai-1.oraclecloud.com/ping,Oracle,ap-mumbai-1,Unknown, Unknown,134.70.76.3,19.0748,72.8856
135,https://objectstorage.eu-paris-1.oraclecloud.com/ping,Oracle,eu-paris-1,Unknown, Unknown,134.70.180.1,48.8323,2.4075
136,https://objectstorage.mx-queretaro-1.oraclecloud.com/ping,Oracle,mx-queretaro-1,Unknown, Unknown,134.70.184.1,20.527,-100.3141
137,https://objectstorage.us-chicago-1.oraclecloud.com/ping,Oracle,us-chicago-1,Unknown, Unknown,134.70.192.1,41.8486,-87.6288
